Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
CHIPPEWACOUNTYMI.GOV,County,Non-Federal Agency,Chippewa County,Sault Ste Marie,MI,ithelpdesk@chippewacountymi.gov
CHIPPEWACOUNTYWI.GOV,County,Non-Federal Agency,Chippewa County,Chippewa Falls,WI,InformationTechnology@co.chippewa.wi.us
CHISAGOCOUNTYMN.GOV,County,Non-Federal Agency,Chisago County DES,Center City,MN,infrastructureservices@chisagocountymn.gov
CHOWANCOUNTY-NC.GOV,County,Non-Federal Agency,Chowan County,Edenton,NC,(blank)
CHRISTIANCOUNTYIL.GOV,County,Non-Federal Agency,CHRISTIAN COUNTY,TAYLORVILLE,IL,(blank)
CHRISTIANCOUNTYKY.GOV,County,Non-Federal Agency,Christian County Government,Hopkinsville,KY,(blank)
CHRISTIANCOUNTYMO.GOV,County,Non-Federal Agency,Christian County Government,Ozark,MO,service@pcnetinc.com
CHURCHILLCOUNTYNV.GOV,County,Non-Federal Agency,Churchill County,Fallon,NV,renoservice@logically.com
CICERONYPD.GOV,County,Non-Federal Agency,Town of Cicero,Cicero,NY,websecurity@cicerony.gov
CITRUSBOCC.GOV,County,Non-Federal Agency,Citrus County Board of County Commissioners,Inverness,FL,alaric.andrews@citrusbocc.com
CITRUSCOUNTY.GOV,County,Non-Federal Agency,Citrus County Board of County Commissioners,Inverness,FL,alaric.andrews@citrusbocc.com
CLAIBORNECOUNTYTN.GOV,County,Non-Federal Agency,Claiborne County Government,Tazewell,TN,(blank)
CLALLAMCOUNTYWA.GOV,County,Non-Federal Agency,Clallam County,Port Angeles,WA,helpdesk@co.clallam.wa.us
CLARKCOKY.GOV,County,Non-Federal Agency,CLARK COUNTY KENTUCKY,Winchester,KY,cclark@bgadd.org
CLARKCOUNTYAR.GOV,County,Non-Federal Agency,CLARK COUNTY ARKANSAS,ARKADELPHIA,AR,(blank)
CLARKCOUNTYILSHERIFF.GOV,County,Non-Federal Agency,Clark County Sheriff's Office,Marshall,IL,(blank)
CLARKCOUNTYNV.GOV,County,Non-Federal Agency,Clark County Nevada,Las Vegas,NV,ithds@clarkcountynv.gov
CLARKCOUNTYOHIO.GOV,County,Non-Federal Agency,Clark County Board of Commission,Springfield,OH,(blank)
CLARKCOUNTYWI.GOV,County,Non-Federal Agency,Clark County Wisconsin,Neillsville,WI,clark.county@co.clark.wi.us
CLARKECOUNTY.GOV,County,Non-Federal Agency,Clarke County Government,Berryville,VA,(blank)
CLARKECOUNTYMS.GOV,County,Non-Federal Agency,Clarke County Mississippi Board of Supervisors,Quitman,MS,(blank)
CLATSOPCOUNTY.GOV,County,Non-Federal Agency,Clatsop County Oregon,Astoria,OR,itstaff@co.clatsop.or.us
CLAYCOUNTYIN.GOV,County,Non-Federal Agency,Clay County Courthouse,Brazil,IN,hillsc@claycountyin.gov
CLAYCOUNTYMN.GOV,County,Non-Federal Agency,Clay County,Moorhead,MN,sysadmin@claycountymn.gov
CLAYCOUNTYMO.GOV,County,Non-Federal Agency,"Clay County, Missouri",Liberty,MO,networksupport@claycountymo.gov
CLAYCOUNTYNE.GOV,County,Non-Federal Agency,Clay County Nebraska,Clay Center,NE,hostmaster@flatwatertech.com
CLAYELECTIONS.GOV,County,Non-Federal Agency,Clay County Supervisor of Elections,Green Cove Springs,FL,JKrause@ClayElections.com
CLAYTONCOUNTYGA.GOV,County,Non-Federal Agency,Clayton County Government,Jonesboro,GA,clayton-security@claytoncountyga.gov
CLAYTONCOUNTYIA.GOV,County,Non-Federal Agency,"Clayton County, Iowa",Elkader,IA,jflage@claytoncountyia.gov
CLEARCREEKCOUNTYCO.GOV,County,Non-Federal Agency,Clear Creek County Govt,Georgetown,CO,jbottomley@clearcreekcounty.us
CLERMONTCOUNTYOHIO.GOV,County,Non-Federal Agency,Clermont County OTCS,Batavia,OH,isdhelp@clermontcountyohio.gov
CLEVELANDCOUNTYNC.GOV,County,Non-Federal Agency,Cleveland County,Shelby,NC,(blank)
CLINCHCOUNTYGA.GOV,County,Non-Federal Agency,Clinch County Commission,Homerville,GA,(blank)
CLINTONCOMO.GOV,County,Non-Federal Agency,"Clinton County, MO",Plattsburg,MO,(blank)
CLINTONCOUNTY-IA.GOV,County,Non-Federal Agency,County of Clinton,Clinton,IA,(blank)
CLINTONCOUNTYNY.GOV,County,Non-Federal Agency,County of Clinton,Plattsburgh,NY,support@clintoncountygov.com
CLINTONCOUNTYPA.GOV,County,Non-Federal Agency,County of Clinton,Lock Haven,PA,MIS@ClintonCountyPA.com
COAHOMACOUNTYMS.GOV,County,Non-Federal Agency,Coahoma County,Clarksdale,MS,(blank)
COBBCOUNTYGA.GOV,County,Non-Federal Agency,Cobb County,Marietta,GA,(blank)
COCHISE.GOV,County,Non-Federal Agency,Cochise County,Bisbee,AZ,jtrevino@cochise.az.gov
COCKECOUNTYTN.GOV,County,Non-Federal Agency,Cocke County,Newport,TN,(blank)
COFFEECOUNTY-GA.GOV,County,Non-Federal Agency,Coffee County Board of Commissioners,Douglas,GA,(blank)
COFFEECOUNTYTN.GOV,County,Non-Federal Agency,Coffee County,Manchester,TN,(blank)
COLECOUNTYMO.GOV,County,Non-Federal Agency,Cole County,Jefferson City,MO,bfischer@colecounty.org
COLFAXCOUNTYNE.GOV,County,Non-Federal Agency,Colfax County,Schuyler,NE,tech@egistech.com
COLLIERCOUNTYFL.GOV,County,Non-Federal Agency,Collier County Government,Naples,FL,(blank)
COLLINCOUNTYTEXAS.GOV,County,Non-Federal Agency,Collin County Government,Mckinney,TX,security@collincountytx.gov
COLLINCOUNTYTX.GOV,County,Non-Federal Agency,Collin County Government,McKinney,TX,security@collincountytx.gov
COLQUITTCOUNTYGA.GOV,County,Non-Federal Agency,Colquitt County Board of Commissioners,Moultrie,GA,security@ccboc.com
COLUMBIACOUNTYGA.GOV,County,Non-Federal Agency,Columbia County Georgia,Evans,GA,mpanganiban@columbiacountyga.gov
COLUMBIACOUNTYNY.GOV,County,Non-Federal Agency,Columbia County MIS Department,Hudson,NY,(blank)
COLUMBIACOUNTYOR.GOV,County,Non-Federal Agency,Columbia County,Saint Helens,OR,(blank)
COLUMBIACOUNTYWI.GOV,County,Non-Federal Agency,Columbia County Government,Portage,WI,mis@co.columbia.wi.us
COLUMBUSCOUNTYNC.GOV,County,Non-Federal Agency,"Columbus County, North Carolina",Whiteville,NC,(blank)
COMANCHECOUNTYKS.GOV,County,Non-Federal Agency,Comanche County,Coldwater,KS,(blank)
CONTRACOSTAVOTE.GOV,County,Non-Federal Agency,Contra Costa County Clerk-Recorder-Elections Department,Martinez,CA,electionsIT@vote.cccounty.us
CONVERSECOUNTYWY.GOV,County,Non-Federal Agency,Converse County,Douglas,WY,it@conversecountywy.gov
COOKCOUNTYCLERKIL.GOV,County,Non-Federal Agency,Cook County Clerk,Chicago,IL,rahul.patel@cookcountyil.gov
COOKCOUNTYIL.GOV,County,Non-Federal Agency,Cook County Government - Bureau of Technology,Chicago,IL,(blank)
COOPERCOUNTYMO.GOV,County,Non-Federal Agency,Boonville Court House,Boonville,MO,jorge@coopercountymo.gov
COPIAHCOUNTYMS.GOV,County,Non-Federal Agency,Copiah County Board of Supervisors,Hazlehurst,MS,(blank)
CORONAVIRUSFORTBEND.GOV,County,Non-Federal Agency,Fort Bend County,Richmond,TX,(blank)
CORYELLCOUNTYTX.GOV,County,Non-Federal Agency,Coryell County,Gatesville,TX,security@coryellcounty.org
COSCPINALCOUNTYAZ.GOV,County,Non-Federal Agency,Clerk of the Superior Court,Florence,AZ,PinalITD@courts.az.gov
COSTILLACOUNTY-CO.GOV,County,Non-Federal Agency,Costilla County,San Luis,CO,johnm@wsbcs.net
COTTONWOODCOUNTYMN.GOV,County,Non-Federal Agency,Cottonwood County,Windom,MN,kelly.smith@co.cottonwood.mn.us
COUNCILBLUFFS-IA.GOV,County,Non-Federal Agency,City of Council Bluffs,Council Bluffs,IA,bcarpenter@councilbluffs-ia.gov
COUNTYOFBARTON.GOV,County,Non-Federal Agency,Barton County,Lamar,MO,itadmin@countyofbarton.com
COUNTYOFVENTURACA.GOV,County,Non-Federal Agency,County of Ventura,Ventura,CA,(blank)
COVINGTONCOUNTYMS.GOV,County,Non-Federal Agency,Covington County Board of Supervisors,Collins,MS,(blank)
COWLEYCOUNTYKS.GOV,County,Non-Federal Agency,Cowley County,Winfield,KS,lgoff@cowleycounty.org
COWLITZWA.GOV,County,Non-Federal Agency,Cowlitz County,Kelso,WA,lance.h@co.cowlitz.wa.us
CRAIGCOUNTYVA.GOV,County,Non-Federal Agency,The County of Craig,New Castle,VA,craigco@matyasventures.com
CRAIGHEADCOUNTYAR.GOV,County,Non-Federal Agency,Craighead County,Jonesboro,AR,support@craigheadcounty.org
CRAVENCOUNTYNC.GOV,County,Non-Federal Agency,Craven County Government,New Bern,NC,reevans@cravencountync.gov
CRAWFORDCOUNTYIN.GOV,County,Non-Federal Agency,Crawford County Government,English,IN,jlamarca@theamegroup.com
CRAWFORDCOUNTYKANSAS.GOV,County,Non-Federal Agency,Crawford County Kansas,Girard,KS,admin@crawfordcountykansas.org
CRAWFORDCOUNTYOHIOBOE.GOV,County,Non-Federal Agency,Crawford County Board of Commissioners,Bucyrus,OH,crawford@ohiosos.gov
CROOKCOUNTYOR.GOV,County,Non-Federal Agency,Crook County ,Prineville,OR,helpdesk@co.crook.or.us
CROOKLIBRARYOR.GOV,County,Non-Federal Agency,Crook County Library,Prineville,OR,helpdesk@co.crook.or.us
CROOKPUBLICHEALTHOR.GOV,County,Non-Federal Agency,Crook County Health Dept,Prineville,OR,helpdesk@co.crook.or.us
CULPEPERCOUNTY.GOV,County,Non-Federal Agency,County of Culpeper,Culpeper,VA,webmaster@culperpercounty.gov
CUMBERLANDCOIL.GOV,County,Non-Federal Agency,Cumberland County,Toledo,IL,it@cumberlandco.org
CUMBERLANDCOUNTYNC.GOV,County,Non-Federal Agency,Cumberland County,Fayetteville,NC,jroberson@co.cumberland.nc.us
CUMBERLANDCOUNTYNJ.GOV,County,Non-Federal Agency,County of Cumberland,Bridgeton,NJ,stanfi@co.cumberland.nj.us
CUMBERLANDCOUNTYPA.GOV,County,Non-Federal Agency,County of Cumberland,Carlisle,PA,dbaish@ccpa.net
CUMBERLANDCOUNTYTN.GOV,County,Non-Federal Agency,Cumberland County,Crossville,TN,mayorfoster@cumberlandcountytn.gov
CUMINGCOUNTYNE.GOV,County,Non-Federal Agency,Cuming County,West Point,NE,IT@cumingcounty.ne.gov
CURRITUCKCOUNTYNC.GOV,County,Non-Federal Agency,County of Currituck,Currituck,NC,it@currituckcountync.gov
CUSTERCOUNTY-CO.GOV,County,Non-Federal Agency,Custer County Colorado,Westcliffe,CO,it_gis@custercountygov.com
CUSTERCOUNTYMT.GOV,County,Non-Federal Agency,Custer County Montana,Miles City,MT,k.krausz@co.custer.mt.us
CUSTERCOUNTYMTTRANSIT.GOV,County,Non-Federal Agency,Custer County Montana Transit,Miles City,MT,k.krausz@co.custer.mt.us
CUSTERCOUNTYNE.GOV,County,Non-Federal Agency,Custer County,Broken Bow,NE,support@appliedconnective.com
CUYAHOGACOUNTY.GOV,County,Non-Federal Agency,Cuyahoga County,Cleveland,OH,security@cuyahogacounty.us
DADECOUNTY-GA.GOV,County,Non-Federal Agency,Dade County Georgia,Trenton,GA,djones@dadecounty-ga.gov
DADECOUNTYMO911.GOV,County,Non-Federal Agency,Dade County Emergency Services,Greenfield,MO,(blank)
DAKOTACOUNTYMN.GOV,County,Non-Federal Agency,Dakota County,Hastings,MN,david.senn@co.dakota.mn.us
DALECOUNTYAL.GOV,County,Non-Federal Agency,Dale County ,Ozark,AL,admin@harlowmedia.com
DALLASCOUNTY-TX.GOV,County,Non-Federal Agency,Dallas County,Dallas,TX,collins.dibaki@dallascounty.org
DALLASCOUNTYIOWA.GOV,County,Non-Federal Agency,Dallas County Iowa,Adel,IA,(blank)
DALLASCOUNTYTEXASTAXES.GOV,County,Non-Federal Agency,Dallas Central Appraisal District,Dallas,TX,dcadops@dcad.org
DARECOUNTYNC.GOV,County,Non-Federal Agency,Dare County,Manteo,NC,(blank)
DARENC.GOV,County,Non-Federal Agency,Dare County,Manteo,NC,security@darenc.com
DAUPHINCOUNTY.GOV,County,Non-Federal Agency,Dauphin County,Harrisburg,PA,helpdesk@dauphinc.org
DAVIDSONCOUNTYNC.GOV,County,Non-Federal Agency,County of Davidson,Lexington,NC,joel.hartley@davidsoncountync.gov
DAVIECOUNTYNC.GOV,County,Non-Federal Agency,County of Davie,Mocksville,NC,(blank)
DAVIESSCOUNTYMO.GOV,County,Non-Federal Agency,Daviess County,Gallatin,MO,dsupport@spectralnetworks.net
DAVISCOUNTYIOWA.GOV,County,Non-Federal Agency,Davis County Iowa,Bloomfied,IA,recorder@daviscountyiowa.org
DAVISCOUNTYUTAH.GOV,County,Non-Federal Agency,Davis County Utah,Farmington,UT,istech@co.davis.ut.us
DAWSONCOUNTYGA.GOV,County,Non-Federal Agency,Dawson County Government,Dawsonville,GA,itsupport@dawsoncounty.org
DAWSONMT.GOV,County,Non-Federal Agency,County of Dawson (Montana),Glendive,MT,kreimans@dawsoncountymontana.com
DCONC.GOV,County,Non-Federal Agency,Durham County,Durham,NC,(blank)
DECATURCOUNTYGA.GOV,County,Non-Federal Agency,Decatur County Board of Commissioners,Bainbridge,GA,(blank)
DECATURCOUNTYIOWA.GOV,County,Non-Federal Agency,Decatur County,Leon,IA,support@municipalone.com
DEKALBCOUNTYGA.GOV,County,Non-Federal Agency,DeKalb County Government,Decatur,GA,(blank)
DEKALBCOUNTYMO.GOV,County,Non-Federal Agency,Dekalb County,Maysville,MO,tim@tsconard.com
DELAWARECOUNTYOHIO.GOV,County,Non-Federal Agency,Delaware County,Delaware,OH,sherbert@co.delaware.oh.us
DELCOPA.GOV,County,Non-Federal Agency,Delaware County Courthouse and Government Center,Media,PA,(blank)
DELTACOUNTYMI.GOV,County,Non-Federal Agency,Delta County,Escanaba,MI,webmaster@deltacountymi.org
DENTONCOUNTY.GOV,County,Non-Federal Agency,"Denton County, Texas",Denton,TX,security@dentoncounty.gov
DESCHUTESCOUNTY.GOV,County,Non-Federal Agency,Deschutes County,Bend,OR,postmaster@deschutes.org
DESOTOCOUNTYMS.GOV,County,Non-Federal Agency,Desoto County,Hernando,MS,(blank)
DEUELCOUNTYNE.GOV,County,Non-Federal Agency,Deuel County,Chappell,NE,(blank)
DEWITTCOUNTYIL.GOV,County,Non-Federal Agency,"Dewitt County, Illinois",Clinton,IL,matt@mattswaney.com
DICKINSONCOUNTYIOWA.GOV,County,Non-Federal Agency,Dickinson County ,Spirit Lake,IA,aholtz@co.dickinson.ia.us
DICKINSONCOUNTYMI.GOV,County,Non-Federal Agency,Dickinson County,Iron Mountain,MI,(blank)
DICKINSONCOUNTYSHERIFFMI.GOV,County,Non-Federal Agency,Dickinson County Sheriff,Iron Mountain,MI,pschlitt@dickinsoncountysheriffmi.gov
DICKSONCOUNTYTN.GOV,County,Non-Federal Agency,Dickson County Government,Charlotte,TN,lwhitaker@dicksoncountytn.gov
DIXONCOUNTYNE.GOV,County,Non-Federal Agency,"Dixon, County of",Ponca,NE,eknott@appliesconnective.com
DKCOKS.GOV,County,Non-Federal Agency,"Dickinson County, KS",Abilene,KS,itstaff@dkcoks.org
DODDRIDGECOUNTYWV.GOV,County,Non-Federal Agency,Doddridge County Commission,West Union,WV,webeling@tsgleads.com
DODGECOUNTYMN.GOV,County,Non-Federal Agency,Dodge County,Mantorville,MN,(blank)
DODGECOUNTYNE.GOV,County,Non-Federal Agency,Dodge County,Fremont,NE,clerk@dodge.nacone.org
DORCHESTERCOUNTYSC.GOV,County,Non-Federal Agency,Dorchester County Government,St. George,SC,(blank)
DOUGLASCOUNTY-NE.GOV,County,Non-Federal Agency,Douglas Omaha Technology Commission,Omaha,NE,itsecurity@dotcomm.org
DOUGLASCOUNTY-OREGON.GOV,County,Non-Federal Agency,"Douglas County, Oregon",Roseburg,OR,noc@co.douglas.or.us
DOUGLASCOUNTYCOLORADO.GOV,County,Non-Federal Agency,Douglas County,Castle Rock,CO,itsecurity@douglas.co.us
DOUGLASCOUNTYGA.GOV,County,Non-Federal Agency,Douglas County,Douglassville,GA,rdouglas@co.douglas.ga.us
DOUGLASCOUNTYIL.GOV,County,Non-Federal Agency,"Douglas County, IL",Tuscola,IL,it@douglascountyil.com
DOUGLASCOUNTYMN.GOV,County,Non-Federal Agency,Douglas County IT Department,ALEXANDRIA,MN,administrator@co.douglas.mn.us
DOUGLASCOUNTYNV.GOV,County,Non-Federal Agency,Douglas County,Minden,NV,(blank)
DOUGLASCOUNTYOR.GOV,County,Non-Federal Agency,"Douglas County, Oregon",Roseburg,OR,noc@co.douglas.or.us
DUBUQUECOUNTYIOWA.GOV,County,Non-Federal Agency,Dubuque County,Dubuque,IA,helpdesk@dubuquecounty.us
DUNNCOUNTYWI.GOV,County,Non-Federal Agency,Dunn County,Menomonie,WI,security@co.dunn.wi.us
DUPAGECOUNTY.GOV,County,Non-Federal Agency,DuPage County,Wheaton,IL,itsecurity@dupageco.org
DURHAMCOUNTYNC.GOV,County,Non-Federal Agency,Durham County,Durham,NC,kfclark@dconc.gov
DUVALELECTIONS.GOV,County,Non-Federal Agency,Duval County Supervisor of Elections,Jacksonville,FL,(blank)
EAGLECOUNTY.GOV,County,Non-Federal Agency,Eagle County Governement,Eagle,CO,itsecurity@eaglecounty.us
EASTERNMONTANAFAIR.GOV,County,Non-Federal Agency,Custer County Montana,Miles City,MT,k.krausz@co.custer.mt.us
EAUCLAIRECOUNTY.GOV,County,Non-Federal Agency,Eau Claire County,Eau Claire,WI,security@eauclairecounty.gov
ECTORCOUNTYTX.GOV,County,Non-Federal Agency,Ector County,Odessa,TX,(blank)
EDGARCOUNTYILLINOIS.GOV,County,Non-Federal Agency,County of Edgar,Paris,IL,(blank)
EDGECOMBECOUNTYNC.GOV,County,Non-Federal Agency,Edgecombe County,Tarboro,NC,support@edgecombeco.com
EFFINGHAMCOUNTYIL.GOV,County,Non-Federal Agency,Effingham County,Effingham,IL,jrepking@co.effingham.il.us
ELBERTCOUNTY-CO.GOV,County,Non-Federal Agency,Elbert County Government,Kiowa,CO,(blank)
ELPASOCO.GOV,County,Non-Federal Agency,El Paso County,Colorado Springs,CO,NSOC@elpasoco.com
EMANUELCO-GA.GOV,County,Non-Federal Agency,Emanuel County Board of Commissioners,Swainsboro,GA,(blank)
EPCOUNTYTX.GOV,County,Non-Federal Agency,El Paso County,El Paso,TX,rblunt@epcounty.com
ERIE.GOV,County,Non-Federal Agency,"County of Erie, New York",Buffalo,NY,Nathan.Bake@erie.gov
ERIECOUNTYOHIOBOE.GOV,County,Non-Federal Agency,Erie County Board of Elections,Sandusky,OH,(blank)
ERIECOUNTYPA.GOV,County,Non-Federal Agency,County of Erie,Erie,PA,adminit@eriecountypa.gov
ESCAMBIACOUNTYAL.GOV,County,Non-Federal Agency,Escambia County Commission of Alabama,Brewton,AL,ecit@co.escambia.al.us
ESCAMBIAVOTES.GOV,County,Non-Federal Agency,Escambia County Supervisor of Elections,Pensacola,FL,it@escambiavotes.com
ESSEXCOUNTYNY.GOV,County,Non-Federal Agency,Essex County,Elizabethtown,NY,(blank)
EUREKACOUNTYNV.GOV,County,Non-Federal Agency,Eureka County,Eureka,NV,ITsecurity@eurekacountynv.gov
FAIRFAXCOUNTY.GOV,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,(blank)
FAIRFAXCOUNTYPARTNERS.GOV,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,wwwdev@fairfaxcounty.gov
FAIRFAXCOUNTYVA.GOV,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,(blank)
FAIRFAXCOUNTYVIRGINIA.GOV,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,(blank)
FAIRFIELDCOUNTYOHIO.GOV,County,Non-Federal Agency,Fairfield County,Lancaster,OH,(blank)
FAIRFIELDCOUNTYOHIOELECTIONS.GOV,County,Non-Federal Agency,Fairfield County,Lancaster,OH,brian.plummer@fairfieldcountyohio.gov
FAIRFIELDCOUNTYOHIOWORKFORCECENTER.GOV,County,Non-Federal Agency,Fairfield County,Lancaster,OH,brian.plummer@fairfieldcountyohio.gov
FAULKNERCOUNTYAR.GOV,County,Non-Federal Agency,Faulkner County Arkansas,Conway,AR,SUPPORT@FAULKNERCOUNTY.ORG
FAUQUIERCOUNTY.GOV,County,Non-Federal Agency,Fauquier County Government,Warrenton,VA,(blank)
FAYETTECOUNTYGA.GOV,County,Non-Federal Agency,Fayette County Board of Commissioners,Fayetteville,GA,(blank)
FAYETTECOUNTYILLINOIS.GOV,County,Non-Federal Agency,Fayette County,Vandalia,IN,jbarker@fayettecountyillinois.org
FAYETTECOUNTYOH.GOV,County,Non-Federal Agency,Fayette County Commissioners,Washington C.H.,OH,noc@yourcolo.com
FAYETTECOUNTYWV.GOV,County,Non-Federal Agency,Fayette County Commission,Fayetteville,WV,faycocommwv@gmail.com
FBCTX.GOV,County,Non-Federal Agency,Fort Bend County,Richmond,TX,(blank)
FCGMD.GOV,County,Non-Federal Agency,Frederick County Government,Frederick,MD,rcampbell@frederickcountymd.gov
FENTRESSCOUNTYTN.GOV,County,Non-Federal Agency,Fentress County Emergency Management Agency,Jamestown,TN,(blank)
FILLMORECOUNTYNE.GOV,County,Non-Federal Agency,Fillmore County,Geneva,NE,amy.nelson@fillmore.nacone.org
FLAGLERCOUNTY.GOV,County,Non-Federal Agency,Flagler County Board of County Commissioners,Bunnell,FL,itsec@flaglercounty.org
FLAGLERELECTIONS.GOV,County,Non-Federal Agency,Flagler County Supervisor of Elections,BUNNELL,FL,sscarselli@flaglerelections.gov
FLORENCECOUNTYWI.GOV,County,Non-Federal Agency,Florence County,Florence,WI,dbomberg@florencecountywi.gov
FLOYDCOUNTYGA.GOV,County,Non-Federal Agency,Floyd County Government,Rome,GA,holcombl@floydcountyga.org
FNSB.GOV,County,Non-Federal Agency,Fairbanks North Star Borough,Fairbanks,AK,security@fnsb.gov
FORSYTHCOUNTYNC.GOV,County,Non-Federal Agency,Forsyth County,Winston Salem,NC,aegis@forsyth.cc
FORTBENDCOUNTYTX.GOV,County,Non-Federal Agency,Fort Bend County,Richmond,TX,(blank)
FRANKLINCOUNTYFLORIDA.GOV,County,Non-Federal Agency,Franklin County Florida Building and Planning Deptartment,Apalahicola,FL,michael@franklincountyflorida.com
FRANKLINCOUNTYGA.GOV,County,Non-Federal Agency,Franklin County,Carnesville,GA,jquick@franklincountyga.gov
FRANKLINCOUNTYIA.GOV,County,Non-Federal Agency,Franklin County Iowa,Hampton,IA,webmaster@co.franklin.ia.us
FRANKLINCOUNTYIL.GOV,County,Non-Federal Agency,Franklin County Government Illinois,Benton,IL,(blank)
FRANKLINCOUNTYMAINE.GOV,County,Non-Federal Agency,Franklin County Maine,Farmington,ME,jdesjardins@franklincountymaine.gov
FRANKLINCOUNTYNC.GOV,County,Non-Federal Agency,County of Franklin,Louisburg,NC,cybersecurity@franklincountync.us
FRANKLINCOUNTYNE.GOV,County,Non-Federal Agency,Franklin County,Franklin,NE,(blank)
FRANKLINCOUNTYNY.GOV,County,Non-Federal Agency,County of Franklin,Malone,NY,agreen1@franklincony.org
FRANKLINCOUNTYOHIO.GOV,County,Non-Federal Agency,Franklin County Data Center,Columbus,OH,informationsecurity@franklincountyohio.gov
FRANKLINCOUNTYPA.GOV,County,Non-Federal Agency,"County of Franklin, PA",Chambersburg,PA,(blank)
FRANKLINCOUNTYVA.GOV,County,Non-Federal Agency,Franklin County VA,Rocky Mount,VA,itlicense@franklincountyva.gov
FRANKLINCOUNTYWA.GOV,County,Non-Federal Agency,Franklin County Washington,Pasco,WA,websecurity@co.franklin.wa.us
FREDERICKCOUNTYMD.GOV,County,Non-Federal Agency,Frederick County Government,Frederick,MD,RCampbell@frederickcountymd.gov
FREDERICKCOUNTYVA.GOV,County,Non-Federal Agency,County of Frederick,Winchester,VA,(blank)
FREMONTCOUNTYIA.GOV,County,Non-Federal Agency,Fremont County,Sidney,IA,security@co.fremont.ia.us
FREMONTCOUNTYWY.GOV,County,Non-Federal Agency,Fremont County Government,Lander,WY,support@fremontcountywy.gov
FRESNOCOUNTYCA.GOV,County,Non-Federal Agency,County of Fresno,Fresno,CA,(blank)
FRESNOCOUNTYJOBS.GOV,County,Non-Federal Agency,County of Fresno,Fresno,CA,(blank)
FULTONCOUNTYAR.GOV,County,Non-Federal Agency,Fulton County Judge's Office,Salem,AR,markm@bjmweb.com
FULTONCOUNTYGA.GOV,County,Non-Federal Agency,Fulton County Government,Atlanta,GA,terrence.slaton@fultoncountyga.gov
FULTONCOUNTYIL.GOV,County,Non-Federal Agency,Fulton County Illinois,Lewistown,IL,(blank)
FULTONCOUNTYILELECTIONS.GOV,County,Non-Federal Agency,Fulton County Illinois,Lewistown,IL,kmayberry@fultonco.org
FULTONCOUNTYNY.GOV,County,Non-Federal Agency,County of Fulton,Johnstown,NY,(blank)
GADSDENCOUNTYFL.GOV,County,Non-Federal Agency,Gadsden County BOCC,Quincy,FL,(blank)
GADSDENSOEFL.GOV,County,Non-Federal Agency,Supervisor of Elections,Quincy,FL,kwilliams@gadsdensoe.com
GALVESTONCOUNTYTX.GOV,County,Non-Federal Agency,County of Galveston,Galveston,TX,IT-InfrastructureSupport@co.galveston.tx.us
GARFIELDCOUNTY-CO.GOV,County,Non-Federal Agency,Garfield County,Glenwood Springs,CO,(blank)
GARFIELDCOUNTYNE.GOV,County,Non-Federal Agency,Garfield County,BURWELL,NE,keri.koenigsberg@nebraska.gov
GARLANDCOUNTYAR.GOV,County,Non-Federal Agency,Garland County,Hot Springs,AR,(blank)
GARRETTCOUNTYMD.GOV,County,Non-Federal Agency,Garrett County Commissioners,Oakland,MD,itstaff@garrettcounty.org
GATESCOUNTYNC.GOV,County,Non-Federal Agency,County of Gates,Gatesville,NC,domainsecuritypoc@gatescountync.gov
GCSO.GOV,County,Non-Federal Agency,"Guthrie County, Iowa",Guthrie Center,IA,abuse@guthriecounty.gov
GENESEECOUNTYMI.GOV,County,Non-Federal Agency,Genesee County,Flint,MI,aaronj@geneseecountymi.gov
GENEVACOUNTYAL.GOV,County,Non-Federal Agency,Geneva County Probate Judge,Geneva,AL,infosec@genevacountyal.gov
GEORGECOUNTYMS.GOV,County,Non-Federal Agency,George County Board of Supervisors,Lucedale,MS,bos@georgecountyms.gov
GGSC.GOV,County,Non-Federal Agency,County of Greenville,Greenville,SC,(blank)
GIBSONCOUNTY-IN.GOV,County,Non-Federal Agency,Gibson County Goverment,Princeton,IN,(blank)
GIBSONCOUNTY-TN.GOV,County,Non-Federal Agency,Gibson County 911,Dyer,TN,support@areawidecomm.com
GILACOUNTYAZ.GOV,County,Non-Federal Agency,Gila County,Globe,AZ,dgriffin@gilacountyaz.gov
GILESCOUNTYTN.GOV,County,Non-Federal Agency,Giles County Government,Pulaski,TN,(blank)
GILMERCOUNTY-GA.GOV,County,Non-Federal Agency,Gilmer County Board of Commissioners,Ellijay,GA,(blank)
GILMERCOUNTYWV.GOV,County,Non-Federal Agency,Gilmer County Commission,Glenville,WV,(blank)
GLADWINCOUNTY-MI.GOV,County,Non-Federal Agency,Gladwin County,Gladwin,MI,(blank)
GLOUCESTERCOUNTYNJ.GOV,County,Non-Federal Agency,County of Gloucester,Woodbury,NJ,dmarc@co.gloucester.nj.us
GLOUCESTERVA.GOV,County,Non-Federal Agency,"Gloucester County, VA",Gloucester,VA,report.abuse@gloucesterva.info
GLYNNCOUNTY-GA.GOV,County,Non-Federal Agency,Glynn County Board of Commissioners,Brunswick,GA,dbragdon@glynncounty-ga.gov
GOGEBIC.GOV,County,Non-Federal Agency,Gogebic County,Bessemer,MI,(blank)
