Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
DCCSYSTEM.GOV,State,Non-Federal Agency,Superior Court of DC,Washington,DC,david.simpson@dcsc.gov
DCRADIO.GOV,State,Non-Federal Agency,OCTFME,Washington,DC,(blank)
DCSC.GOV,State,Non-Federal Agency,Superior Court of DC,Washington,DC,(blank)
DE.GOV,State,Non-Federal Agency,Department of Technology and Information,Dover,DE,(blank)
DEBTREPORTINGIOWA.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
DEL.GOV,State,Non-Federal Agency,Department of Technology and Information,Dover,DE,(blank)
DELAWARE.GOV,State,Non-Federal Agency,Department of Technology and Information,Dover,DE,SOC@delaware.gov
DELAWAREINSURANCE.GOV,State,Non-Federal Agency,Department of Technology and Information,Dover,DE,(blank)
DELDOT.GOV,State,Non-Federal Agency,State of Delaware,Dover,DE,(blank)
DEVAZ.GOV,State,Non-Federal Agency,"State of Arizona, Department of Administration",Phoenix,AZ,websecurity@azdoa.gov
DEVAZDHS.GOV,State,Non-Federal Agency,Arizona Department of Health Services,Phoenix,AZ,(blank)
DEVAZDOT.GOV,State,Non-Federal Agency,Arizona Department of Transportation,Phoenix,AZ,tbranham@azdot.gov
DOJMT.GOV,State,Non-Federal Agency,Montana Department of Justice,Helena,MT,dojsecurity@mt.gov
DOSEOFREALITYWI.GOV,State,Non-Federal Agency,Wisconsin Department of Justice,Madison,WI,dhsdcts@dhs.wisconsin.gov
DRIVEBAKEDGETBUSTEDFL.GOV,State,Non-Federal Agency,Florida Department of Highway Safety and Motor Vehicles,Tallahassee,FL,enterprisesecurityteam@flhsmv.gov
DRIVENC.GOV,State,Non-Federal Agency,North Carolina Department Of Transportation,Raleigh,NC,(blank)
EARNANDLEARNIOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
EDUCATEIOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
EFILEMAINE.GOV,State,Non-Federal Agency,Maine Judicial Branch,Augusta,ME,david.j.plourde@courts.maine.gov
EFILETEXAS.GOV,State,Non-Federal Agency,Office of Court Administration,Austin,TX,oca-issecurityteam@txcourts.gov
EHAWAII.GOV,State,Non-Federal Agency,Information and Communication Services Divsion,Honolulu,HI,(blank)
ELEARNINGNC.GOV,State,Non-Federal Agency,"Office of the Lt. Governor, eLearning Commission",Raleigh,NC,(blank)
EMPLOYNV.GOV,State,Non-Federal Agency,Nevada Department of Employment Training and Rehabilitation,Carson City,NV,(blank)
ENDTEENVAPINGFL.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
ENERGYSWITCHMA.GOV,State,Non-Federal Agency,Department of Public Utilities,Boston,MA,(blank)
ESATN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
ESMI.GOV,State,Non-Federal Agency,State of Michigan,Lansing,MI,abuse@michigan.gov
EVERYVETERANCOUNTSOHIO.GOV,State,Non-Federal Agency,"State of Ohio, DAS",Ohio,OH,domain.manager@das.ohio.gov
EWYOMING.GOV,State,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
FDACS.GOV,State,Non-Federal Agency,Florida Department of Agriculture and Consumer Services,Tallahassee,FL,helpdesk@fdacs.gov
FDOT.GOV,State,Non-Federal Agency,FL Dept of Transportation,Tallahassee,FL,infosec@dot.state.fl.us
FILELOCAL-WA.GOV,State,Non-Federal Agency,FileLocal,Seattle,WA,(blank)
FIRSTNETME.GOV,State,Non-Federal Agency,State of Maine,Augusta,ME,SecurityOperations@maine.gov
FIRSTTHINGSFIRSTAZ.GOV,State,Non-Federal Agency,"State of Arizona, Department of Administration",Phoenix,AZ,(blank)
FISHOHIO.GOV,State,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
FL.GOV,State,Non-Federal Agency,State of Florida / Dept. of management Services,Tallahassee,FL,(blank)
FLAUDITOR.GOV,State,Non-Federal Agency,Auditor General - State of Florida,Tallahassee,FL,PatrickBarber@aud.state.fl.us
FLBOARDOFMEDICINE.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLCMA.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,dale.wann@flhealth.gov
FLCOURTS.GOV,State,Non-Federal Agency,Office of Information Technology,Tallahassee,FL,oitsecurity@flcourts.org
FLCOURTS1.GOV,State,Non-Federal Agency,First Judicial Circuit,Pensacola,FL,craig.vanbrussel@flcourts1.gov
FLDJJ.GOV,State,Non-Federal Agency,Department Of Juvenile Justice,Tallahassee,FL,ISM@djj.state.fl.us
FLDOI.GOV,State,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLHEALTH.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
FLHEALTHCHARTS.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,dale.wann@flhealth.gov
FLHEALTHCOMPLAINT.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
FLHEALTHCOVID19.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
FLHEALTHSOURCE.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
FLHISTORICCAPITOL.GOV,State,Non-Federal Agency,The Florida Legislature,Tallahassee,FL,hanson.daniel@leg.state.fl.us
FLHOUSE.GOV,State,Non-Federal Agency,Florida House of Representatives,Tallahassee,FL,(blank)
FLHSMV.GOV,State,Non-Federal Agency,Florida Department of Highway Safety and Motor Vehicles,Tallahassee,FL,ScottMorgan@flhsmv.gov
FLLEG.GOV,State,Non-Federal Agency,FL Legislature - OLITS,Tallahassee,FL,hanson.daniel@leg.state.fl.us
FLLEGISLATIVEMAILINGS.GOV,State,Non-Federal Agency,The Florida Legislature,Tallahassee,FL,endress.bob@flsenate.gov
FLOFR.GOV,State,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLOIR.GOV,State,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLOPENWALLET.GOV,State,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLORIDA.GOV,State,Non-Federal Agency,State of Florida / Dept. of Management Services,Tallahassee,FL,(blank)
FLORIDAABUSEHOTLINE.GOV,State,Non-Federal Agency,Florida Department of Children & Families,Tallahassee,FL,(blank)
FLORIDACRASHPORTAL.GOV,State,Non-Federal Agency,Florida Department of Highway Safety and Motor Vehicles,Tallahassee,FL,ScottMorgan@flhsmv.gov
FLORIDADEP.GOV,State,Non-Federal Agency,Department of Environmental Protection,Tallahassee,FL,depwebmaster@dep.state.fl.us
FLORIDADOS.GOV,State,Non-Federal Agency,Florida Department of State,Tallahassee,FL,Security@dos.myflorida.com
FLORIDAELECTIONWATCH.GOV,State,Non-Federal Agency,Florida Department of State,Tallahassee,FL,Security@dos.myflorida.com
FLORIDAETHICS.GOV,State,Non-Federal Agency,Florida Legislature,TALLAHASSEE,FL,hanson.daniel@leg.state.fl.us
FLORIDAFX.GOV,State,Non-Federal Agency,Agency for Health Care Administration,Tallahassee,FL,william.armstrong@ahca.myflorida.com
FLORIDAGIO.GOV,State,Non-Federal Agency,FL Department of Environmental Protection,Tallahassee,FL,depwebmaster@dep.state.fl.us
FLORIDAHEALTH.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
FLORIDAHEALTHCARECONNECTIONS.GOV,State,Non-Federal Agency,Agency for Health Care Administration,Tallahassee,FL,william.armstrong@ahca.myflorida.com
FLORIDAHEALTHCOVID19.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
FLORIDAHEALTHFINDER.GOV,State,Non-Federal Agency,Agency for Health Care Administration,Tallahassee,FL,william.armstrong@ahca.myflorida.com
FLORIDAHOUSEMEDIA.GOV,State,Non-Federal Agency,The Florida House of Representatives,Tallahassee,FL,Quintin.Hassell@myfloridahouse.gov
FLORIDALOBBYIST.GOV,State,Non-Federal Agency,Office of Legislative Information Technology Services,Tallahassee,FL,hanson.daniel@leg.state.fl.us
FLORIDAOPC.GOV,State,Non-Federal Agency,Office Of Public Counsel,Tallahassee,FL,hanson.daniel@leg.state.fl.us
FLORIDAPACE.GOV,State,Non-Federal Agency,Florida PACE Funding Agency,Sarasota,FL,mike@southernskyenergy.com
FLORIDAREDISTRICTING.GOV,State,Non-Federal Agency,Florida House of Representatives,Tallahassee,FL,doug.mcdaniel@myfloridahouse.gov
FLORIDASACUPUNCTURE.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASATHLETICTRAINING.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASCHIROPRACTICMEDICINE.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASCLINICALLABS.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASDENTISTRY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASENATE.GOV,State,Non-Federal Agency,The Florida Senate,Tallahassee,FL,endress.bob@flsenate.gov
FLORIDASHEALTH.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,(blank)
FLORIDASHEARINGAIDSPECIALISTS.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASMASSAGETHERAPY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASMENTALHEALTHPROFESSIONS.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASNURSING.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASNURSINGHOMEADMIN.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASOCCUPATIONALTHERAPY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASOPTICIANRY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASOPTOMETRY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASORTHOTISTSPROSTHETISTS.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASOSTEOPATHICMEDICINE.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASPHARMACY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASPHYSICALTHERAPY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASPODIATRICMEDICINE.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASPSYCHOLOGY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASRESPIRATORYCARE.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASSPEECHAUDIOLOGY.GOV,State,Non-Federal Agency,FLORIDA DEPARTMENT OF HEALTH,TALLAHASSEE,FL,(blank)
FLORIDASUNSHINE.GOV,State,Non-Federal Agency,Florida Governor's Office,Tallahassee,FL,(blank)
FLORIDATREASUREHUNT.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLORIDAUNCLAIMEDFUNDS.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLORIDAUNCLAIMEDPROPERTY.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLPD6.GOV,State,Non-Federal Agency,6TH JUDICIAL CIRCUIT OFFICE OF THE PUBLIC DEFENDER,CLEARWATER,FL,PubDefInfosys@co.pinellas.fl.us
FLSA6.GOV,State,Non-Federal Agency,"State Attorney's Office, Sixth Judicial Circuit",Clearwater,FL,mpatterson@co.pinellas.fl.us
FLSENATE.GOV,State,Non-Federal Agency,The Florida Senate,Tallahassee,FL,endress.bob@flsenate.gov
FLSUNSHINE.GOV,State,Non-Federal Agency,Florida Governor's Office,Tallahassee,FL,(blank)
FLTREASUREHUNT.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLUNCLAIMEDFUNDS.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FLUNCLAIMEDPROPERTY.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
FOIA-DC.GOV,State,Non-Federal Agency,Executive Office of the Mayor ,Washington,DC,(blank)
FOIAXPRESS-DC.GOV,State,Non-Federal Agency,Executive Office of the Mayor ,Washington,DC,(blank)
FORTLAUDERDALE.GOV,State,Non-Federal Agency,City of Ft. Lauderdale,Fort Lauderdale,FL,abuse@fortlauderdale.gov
FORTOGLETHORPEGA.GOV,State,Non-Federal Agency,Fort Oglethorpe City Government,Fort Oglethorpe,GA,gpatton@fortoglethorpega.gov
FRAMES.GOV,State,Non-Federal Agency,University of Idaho,Moscow,ID,support@frames.gov
FUTUREREADYIOWA.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
GA.GOV,State,Non-Federal Agency,Georgia Technology Authority,Atlanta,GA,GTA.EIS@gta.ga.gov
GAJQC.GOV,State,Non-Federal Agency,Georgia Judicial Qualifications Commission ,Atlanta,GA,admin@gajqc.com
GALAW.GOV,State,Non-Federal Agency,"Georgia Department of Law, Office of the Attorney General",Atlanta,GA,it2@law.ga.gov
GAPROBATE.GOV,State,Non-Federal Agency,Judicial Council of Georgia / Council of Probate Court Judges,Atlanta,GA,ben.luke@georgiacourts.gov
GATREES.GOV,State,Non-Federal Agency,Georgia Forestry Commission,Dry Branch,GA,(blank)
GEARUPIOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
GEARUPTN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
GEORGETOWNMA.GOV,State,Non-Federal Agency,Town of Georgetown,Georgetown,MA,(blank)
GEORGIA.GOV,State,Non-Federal Agency,Georgia Technology Authority,Atlanta,GA,GTA.EIS@gta.ga.gov
GEORGIAACCESS.GOV,State,Non-Federal Agency,Office of Commissioner of Insurance and Fire Safety,Atlanta,GA,securityreports@oci.ga.gov
GEORGIACOURTS.GOV,State,Non-Federal Agency,Administrative Office of the Courts of Georgia,Atlanta,GA,(blank)
GETCOVEREDILLINOIS.GOV,State,Non-Federal Agency,"Office of the Governor, Illinois Health Insurance Marketplace",Chicago,IL,greg.doerfler@illinois.gov
GETKANSASBENEFITS.GOV,State,Non-Federal Agency,Kansas Department of Labor,Topeka,KS,KISO@ks.gov
GETLEANFLORIDA.GOV,State,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
GISSERVICEMT.GOV,State,Non-Federal Agency,Montana State Library,Helena,MT,(blank)
GISTESTSERVICEMT.GOV,State,Non-Federal Agency,Montana State Library,Helena,MT,(blank)
GOVOTECOLORADO.GOV,State,Non-Federal Agency,Colorado Department of State,Denver,CO,cybersecurity@sos.state.co.us
GOVOTETN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
GREATIOWATREASUREHUNT.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
GROWNJKIDS.GOV,State,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,(blank)
GUAM.GOV,State,Non-Federal Agency,"Office of Technology, Government of Guam",Agana,GU,(blank)
GUAMCOURTS.GOV,State,Non-Federal Agency,Judiciary of Guam,Hagatna,GU,misadmin@guamcourts.org
HAWAII.GOV,State,Non-Federal Agency,"State of Hawaii, DAGS/ICSD",Honolulu,HI,(blank)
HEALTH-E-ARIZONA-PLUS.GOV,State,Non-Federal Agency,Arizona Health Care Cost Containment System,Phoenix,AZ,(blank)
HEALTH-E-ARIZONAPLUS.GOV,State,Non-Federal Agency,Arizona Health Care Cost Containment System,Phoenix,AZ,(blank)
HEALTHEARIZONA.GOV,State,Non-Federal Agency,Arizona Health Care Cost Containment System,Phoenix,AZ,(blank)
HEALTHEARIZONAPLUS.GOV,State,Non-Federal Agency,Arizona Health Care Cost Containment System,Phoenix,AZ,(blank)
HEALTHVERMONT.GOV,State,Non-Federal Agency,Vermont Department of Information and Innovation on behalf of Vermont Dept of Health,Burlington,VT,scott.carbee@vermont.gov
HEALTHYSD.GOV,State,Non-Federal Agency,State of South Dakota,Pierre,SD,soc@state.sd.gov
HI.GOV,State,Non-Federal Agency,Information and Communication Services Division,Honolulu,HI,(blank)
HIREACOLORADOVET.GOV,State,Non-Federal Agency,Colorado Dept Labor and Employment,Denver,CO,(blank)
HOMEAGAINNEVADA.GOV,State,Non-Federal Agency,Home Again Program,Las Vegas,NV,domains@moneymanagement.org
HOMEBASEIOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IABLE.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IAHEALTHLINK.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IASCHOOLPERFORMANCE.GOV,State,Non-Federal Agency,OCIO - State of Iowa,Des Moines,IA,soc@iowa.gov
IAVOTERS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
ICOUNTNM.GOV,State,Non-Federal Agency,Department of Finance and Administration,Santa Fe,NM,dfa-it@state.nm.us
ID.GOV,State,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
IDAHO.GOV,State,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
IDAHOPREPARES.GOV,State,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
IDAHOVOTES.GOV,State,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
IDAHOWORKS.GOV,State,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
IL.GOV,State,Non-Federal Agency,State of Illinois,Springfield,IL,Doit.security@illinois.gov
ILAG.GOV,State,Non-Federal Agency,Illinois Attorney General,Chicago,IL,rms@atg.state.il.us
ILATTORNEYGENERAL.GOV,State,Non-Federal Agency,Illinois Attorney General,Chicago,IL,(blank)
ILCOURTHELP.GOV,State,Non-Federal Agency,Administrative Office of the Illinois Courts,Chicago,IL,(blank)
ILGA.GOV,State,Non-Federal Agency,Legislative Information System,Springfield,IL,webmaster@ilga.gov
ILLINOIS.GOV,State,Non-Federal Agency,State of Illinois,Springfield,IL,Doit.security@illinois.gov
ILLINOISATTORNEYGENERAL.GOV,State,Non-Federal Agency,Illinois Attorney General,Chicago,IL,rms@atg.state.il.us
ILLINOISCOMPTROLLER.GOV,State,Non-Federal Agency,State of Illinois Comptroller,Springfield,IL,(blank)
ILLINOISCOURTS.GOV,State,Non-Federal Agency,Administrative Office of the Illinois Courts,Springfield,IL,(blank)
ILLINOISCOURTSCOMMISSION.GOV,State,Non-Federal Agency,Illinois Courts Commission,Chicago,IL,lmarino@illinoiscourts.gov
ILLINOISRETIREMENT.GOV,State,Non-Federal Agency,Illinois State Treasurer's Office,Springfield,IL,JDaniels@illinoistreasurer.gov
ILLINOISTREASURER.GOV,State,Non-Federal Agency,Illinois State Treasurer's Office,Springfield,IL,(blank)
ILSOS.GOV,State,Non-Federal Agency,Illinois Secretary of State,Springfield,IL,SecurityAdministrator@ilsos.net
IN.GOV,State,Non-Federal Agency,State of Indiana,Indianapolis,IN,IOTOperationalSecurity@iot.in.gov
INCOURTS.GOV,State,Non-Federal Agency,Indiana Office of Technology,Indianapolis,IN,(blank)
INDIANA.GOV,State,Non-Federal Agency,Indiana Interactive,Indianapolis,IN,ewinblad@iot.in.gov
INDIANAUNCLAIMED.GOV,State,Non-Federal Agency,Indiana Office of the Attorney General,Indianapolis,IN,(blank)
INNOCENCECOMMISSION-NC.GOV,State,Non-Federal Agency,The North Carolina Innocence Inquiry Commission,Raleigh,NC,(blank)
INNOVATEOHIO.GOV,State,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
INNOVATEOHIOPLATFORM.GOV,State,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
INVESTINIOWA.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAAGING.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAAGRICULTURE.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAATTORNEYGENERAL.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWABOILERS.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWACHILDLABOR.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWACHILDSUPPORT.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWACLEANAIR.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWACOLLEGEAID.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWACONTRACTOR.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWACORE.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWACOURTS.GOV,State,Non-Federal Agency,Iowa Judicial Branch,Des Moines,IA,Help.Desk@iowacourts.gov
IOWACULTURE.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWADIVISIONOFLABOR.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWADNR.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWADOL.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWADOT.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAELECTRICAL.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAELEVATORS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAFINANCEAUTHORITY.GOV,State,Non-Federal Agency,Iowa Finance Authority,Des Moines,IA,abuse@IOWAFINANCEAUTHORITY.GOV
IOWAFORMS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAFRAUDFIGHTERS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAGRANTS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAGREATPLACES.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAHUMANITIESCOUNCIL.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAINTEX.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAJNC.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,Help.Desk@iowacourts.gov
IOWAJQC.GOV,State,Non-Federal Agency,Iowa Judicial Branch,Des Moines,IA,Help.Desk@iowacourts.gov
IOWALABOR.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWALIFT.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWALMI.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWAMISSINGPERSONS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAOSHA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWASEXOFFENDER.GOV,State,Non-Federal Agency,OCIO - State of Iowa,Des Moines,IA,soc@iowa.gov
IOWASMOKEFREEAIR.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWATEST.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWATITLEGUARANTY.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWATREASURER.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAWAGE.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWAWDB.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWAWORKCOMP.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAWORKFORCE.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,soc@iowa.gov
IOWAWORKFORCEDEVELOPMENT.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IOWAWORKS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
IUS.GOV,State,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
JOBS4TN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
JOBSFORTN.GOV,State,Non-Federal Agency,State of Teneessee,Nashville,TN,Cyber.Security@tn.gov
JOBSND.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
KANSAS.GOV,State,Non-Federal Agency,"State of Kansas, DISC",Topeka,KS,(blank)
KANSASCOMMERCE.GOV,State,Non-Federal Agency,Kansas Department of Commerce,Topeka,KS,(blank)
KANSASEMPLOYER.GOV,State,Non-Federal Agency,Kansas Deptment of Labor,Topeka,KS,KISO@ks.gov
